spouts,max_spout,topology_level,netty_min_wait,message_size,bolts,latency
1.00,1000.00,3.00,100.00,100.00,1.00,175.21
1.00,1000.00,3.00,100.00,100.00,2.00,14.84
1.00,1000.00,3.00,100.00,100.00,3.00,34.37
1.00,1000.00,3.00,100.00,100.00,6.00,15.10
1.00,1000.00,3.00,100.00,1000.00,1.00,182.87
1.00,1000.00,3.00,100.00,1000.00,2.00,17.13
1.00,1000.00,3.00,100.00,1000.00,3.00,20.84
1.00,1000.00,3.00,100.00,1000.00,6.00,34.02
1.00,1000.00,3.00,100.00,10000.00,1.00,414.91
1.00,1000.00,3.00,100.00,10000.00,2.00,288.65
1.00,1000.00,3.00,100.00,10000.00,3.00,230.19
1.00,1000.00,3.00,100.00,10000.00,6.00,240.88
1.00,1000.00,3.00,100.00,100000.00,1.00,2968.20
1.00,1000.00,3.00,100.00,100000.00,2.00,2802.80
1.00,1000.00,3.00,100.00,100000.00,3.00,2464.40
1.00,1000.00,3.00,100.00,100000.00,6.00,2072.40
1.00,1000.00,3.00,100.00,1000000.00,1.00,25892.00
1.00,1000.00,3.00,100.00,1000000.00,2.00,24881.00
1.00,1000.00,3.00,100.00,1000000.00,3.00,21893.00
1.00,1000.00,3.00,100.00,1000000.00,6.00,21758.00
1.00,1000.00,3.00,1000.00,10.00,1.00,162.41
1.00,1000.00,3.00,1000.00,10.00,2.00,12.74
1.00,1000.00,3.00,1000.00,10.00,3.00,27.95
1.00,1000.00,3.00,1000.00,10.00,6.00,14.79
1.00,1000.00,3.00,1000.00,100.00,1.00,177.28
1.00,1000.00,3.00,1000.00,100.00,2.00,15.54
1.00,1000.00,3.00,1000.00,100.00,3.00,32.26
1.00,1000.00,3.00,1000.00,100.00,6.00,28.59
1.00,1000.00,3.00,1000.00,1000.00,1.00,187.65
1.00,1000.00,3.00,1000.00,1000.00,2.00,21.88
1.00,1000.00,3.00,1000.00,1000.00,3.00,21.64
1.00,1000.00,3.00,1000.00,1000.00,6.00,36.37
1.00,1000.00,3.00,1000.00,10000.00,1.00,438.40
1.00,1000.00,3.00,1000.00,10000.00,2.00,289.63
1.00,1000.00,3.00,1000.00,10000.00,3.00,246.87
1.00,1000.00,3.00,1000.00,10000.00,6.00,228.00
1.00,1000.00,3.00,1000.00,100000.00,1.00,2924.60
1.00,1000.00,3.00,1000.00,100000.00,2.00,2541.60
1.00,1000.00,3.00,1000.00,100000.00,3.00,2423.60
1.00,1000.00,3.00,1000.00,100000.00,6.00,2131.20
1.00,1000.00,3.00,1000.00,1000000.00,1.00,25885.00
1.00,1000.00,3.00,1000.00,1000000.00,2.00,24490.00
1.00,1000.00,3.00,1000.00,1000000.00,3.00,20466.00
1.00,1000.00,3.00,1000.00,1000000.00,6.00,22107.00
1.00,1000.00,4.00,10.00,10.00,1.00,37.44
1.00,1000.00,4.00,10.00,10.00,2.00,19.59
1.00,1000.00,4.00,10.00,10.00,3.00,21.32
1.00,1000.00,4.00,10.00,10.00,6.00,20.11
1.00,1000.00,4.00,10.00,100.00,1.00,32.72
1.00,1000.00,4.00,10.00,100.00,2.00,20.18
1.00,1000.00,4.00,10.00,100.00,3.00,43.25
1.00,1000.00,4.00,10.00,100.00,6.00,23.04
1.00,1000.00,4.00,10.00,1000.00,1.00,55.48
1.00,1000.00,4.00,10.00,1000.00,2.00,48.00
1.00,1000.00,4.00,10.00,1000.00,3.00,25.41
1.00,1000.00,4.00,10.00,1000.00,6.00,118.89
1.00,1000.00,4.00,10.00,10000.00,1.00,317.56
1.00,1000.00,4.00,10.00,10000.00,2.00,308.29
1.00,1000.00,4.00,10.00,10000.00,3.00,313.48
1.00,1000.00,4.00,10.00,10000.00,6.00,274.96
1.00,1000.00,4.00,10.00,100000.00,1.00,2867.40
1.00,1000.00,4.00,10.00,100000.00,2.00,3099.00
1.00,1000.00,4.00,10.00,100000.00,3.00,2677.10
1.00,1000.00,4.00,10.00,100000.00,6.00,2718.70
1.00,1000.00,4.00,10.00,1000000.00,1.00,26865.00
1.00,1000.00,4.00,10.00,1000000.00,2.00,22905.00
1.00,1000.00,4.00,10.00,1000000.00,3.00,26473.00
1.00,1000.00,4.00,10.00,1000000.00,6.00,25507.00
1.00,1000.00,4.00,100.00,10.00,1.00,30.45
1.00,1000.00,4.00,100.00,10.00,2.00,39.80
1.00,1000.00,4.00,100.00,10.00,3.00,45.64
1.00,1000.00,4.00,100.00,10.00,6.00,40.14
1.00,1000.00,4.00,100.00,100.00,1.00,57.02
1.00,1000.00,4.00,100.00,100.00,2.00,41.29
1.00,1000.00,4.00,100.00,100.00,3.00,46.15
1.00,1000.00,4.00,100.00,100.00,6.00,42.89
1.00,1000.00,4.00,100.00,1000.00,1.00,48.44
1.00,1000.00,4.00,100.00,1000.00,2.00,24.56
1.00,1000.00,4.00,100.00,1000.00,3.00,50.61
1.00,1000.00,4.00,100.00,1000.00,6.00,54.26
1.00,1000.00,4.00,100.00,10000.00,1.00,294.70
1.00,1000.00,4.00,100.00,10000.00,2.00,359.02
1.00,1000.00,4.00,100.00,10000.00,3.00,296.96
1.00,1000.00,4.00,100.00,10000.00,6.00,315.82
1.00,1000.00,4.00,100.00,100000.00,1.00,2978.70
1.00,1000.00,4.00,100.00,100000.00,2.00,3606.70
1.00,1000.00,4.00,100.00,100000.00,3.00,2678.50
1.00,1000.00,4.00,100.00,100000.00,6.00,3185.40
1.00,1000.00,4.00,100.00,1000000.00,1.00,26624.00
1.00,1000.00,4.00,100.00,1000000.00,2.00,25009.00
1.00,1000.00,4.00,100.00,1000000.00,3.00,26275.00
1.00,1000.00,4.00,100.00,1000000.00,6.00,25765.00
1.00,1000.00,4.00,1000.00,10.00,1.00,57.46
1.00,1000.00,4.00,1000.00,10.00,2.00,41.85
1.00,1000.00,4.00,1000.00,10.00,3.00,44.23
1.00,1000.00,4.00,1000.00,10.00,6.00,45.92
1.00,1000.00,4.00,1000.00,100.00,1.00,60.84
1.00,1000.00,4.00,1000.00,100.00,2.00,42.77
1.00,1000.00,4.00,1000.00,100.00,3.00,46.61
1.00,1000.00,4.00,1000.00,100.00,6.00,42.11
1.00,1000.00,4.00,1000.00,1000.00,1.00,51.76
1.00,1000.00,4.00,1000.00,1000.00,2.00,26.53
1.00,1000.00,4.00,1000.00,1000.00,3.00,48.72
1.00,1000.00,4.00,1000.00,1000.00,6.00,48.11
1.00,1000.00,4.00,1000.00,10000.00,1.00,439.94
1.00,1000.00,4.00,1000.00,10000.00,2.00,337.31
1.00,1000.00,4.00,1000.00,10000.00,3.00,310.85
1.00,1000.00,4.00,1000.00,10000.00,6.00,281.58
1.00,1000.00,4.00,1000.00,100000.00,1.00,3014.60
1.00,1000.00,4.00,1000.00,100000.00,2.00,3144.70
1.00,1000.00,4.00,1000.00,100000.00,3.00,3016.10
1.00,1000.00,4.00,1000.00,100000.00,6.00,2782.50
1.00,1000.00,4.00,1000.00,1000000.00,1.00,26509.00
1.00,1000.00,4.00,1000.00,1000000.00,2.00,21478.00
1.00,1000.00,4.00,1000.00,1000000.00,3.00,25085.00
1.00,1000.00,4.00,1000.00,1000000.00,6.00,26308.00
1.00,1000.00,5.00,10.00,10.00,1.00,147.53
1.00,1000.00,5.00,10.00,10.00,2.00,31.01
1.00,1000.00,5.00,10.00,10.00,3.00,29.99
1.00,1000.00,5.00,10.00,10.00,6.00,241.53
1.00,1000.00,5.00,10.00,100.00,1.00,243.77
1.00,1000.00,5.00,10.00,100.00,2.00,34.15
1.00,1000.00,5.00,10.00,100.00,3.00,130.11
1.00,1000.00,5.00,10.00,100.00,6.00,28.18
1.00,1000.00,5.00,10.00,1000.00,1.00,283.09
1.00,1000.00,5.00,10.00,1000.00,2.00,55.00
1.00,1000.00,5.00,10.00,1000.00,3.00,149.41
1.00,1000.00,5.00,10.00,1000.00,6.00,198.40
1.00,1000.00,5.00,10.00,10000.00,1.00,651.70
1.00,1000.00,5.00,10.00,10000.00,2.00,449.84
1.00,1000.00,5.00,10.00,10000.00,3.00,325.06
1.00,1000.00,5.00,10.00,10000.00,6.00,308.28
1.00,1000.00,5.00,10.00,100000.00,1.00,5865.80
1.00,1000.00,5.00,10.00,100000.00,2.00,4734.30
1.00,1000.00,5.00,10.00,100000.00,3.00,3545.50
1.00,1000.00,5.00,10.00,100000.00,6.00,3926.90
1.00,1000.00,5.00,10.00,1000000.00,1.00,36990.00
1.00,1000.00,5.00,10.00,1000000.00,2.00,29983.00
1.00,1000.00,5.00,10.00,1000000.00,3.00,27372.00
1.00,1000.00,5.00,10.00,1000000.00,6.00,28543.00
1.00,1000.00,5.00,100.00,10.00,1.00,204.65
1.00,1000.00,5.00,100.00,10.00,2.00,31.84
1.00,1000.00,5.00,100.00,10.00,3.00,27.22
1.00,1000.00,5.00,100.00,10.00,6.00,28.03
1.00,1000.00,5.00,100.00,100.00,1.00,204.54
1.00,1000.00,5.00,100.00,100.00,2.00,31.51
1.00,1000.00,5.00,100.00,100.00,3.00,29.10
1.00,1000.00,5.00,100.00,100.00,6.00,198.27
1.00,1000.00,5.00,100.00,1000.00,1.00,313.08
1.00,1000.00,5.00,100.00,1000.00,2.00,49.84
1.00,1000.00,5.00,100.00,1000.00,3.00,37.27
1.00,1000.00,5.00,100.00,1000.00,6.00,188.96
1.00,1000.00,5.00,100.00,10000.00,1.00,621.57
1.00,1000.00,5.00,100.00,10000.00,2.00,441.51
1.00,1000.00,5.00,100.00,10000.00,3.00,331.31
1.00,1000.00,5.00,100.00,10000.00,6.00,329.20
1.00,1000.00,5.00,100.00,100000.00,1.00,5648.10
1.00,1000.00,5.00,100.00,100000.00,2.00,4923.30
1.00,1000.00,5.00,100.00,100000.00,3.00,3586.60
1.00,1000.00,5.00,100.00,100000.00,6.00,3853.40
1.00,1000.00,5.00,100.00,1000000.00,1.00,40328.00
1.00,1000.00,5.00,100.00,1000000.00,2.00,32446.00
1.00,1000.00,5.00,100.00,1000000.00,3.00,27451.00
1.00,1000.00,5.00,100.00,1000000.00,6.00,29765.00
1.00,1000.00,5.00,1000.00,10.00,1.00,240.59
1.00,1000.00,5.00,1000.00,10.00,2.00,32.95
1.00,1000.00,5.00,1000.00,10.00,3.00,132.46
1.00,1000.00,5.00,1000.00,10.00,6.00,27.80
1.00,1000.00,5.00,1000.00,100.00,1.00,183.60
1.00,1000.00,5.00,1000.00,100.00,2.00,29.03
1.00,1000.00,5.00,1000.00,100.00,3.00,28.47
1.00,1000.00,5.00,1000.00,100.00,6.00,181.20
1.00,1000.00,5.00,1000.00,1000.00,1.00,271.74
1.00,1000.00,5.00,1000.00,1000.00,2.00,40.88
1.00,1000.00,5.00,1000.00,1000.00,3.00,36.58
1.00,1000.00,5.00,1000.00,1000.00,6.00,36.29
1.00,1000.00,5.00,1000.00,10000.00,1.00,741.41
1.00,1000.00,5.00,1000.00,10000.00,2.00,439.90
1.00,1000.00,5.00,1000.00,10000.00,3.00,335.69
1.00,1000.00,5.00,1000.00,10000.00,6.00,501.08
1.00,1000.00,5.00,1000.00,100000.00,1.00,5914.50
1.00,1000.00,5.00,1000.00,100000.00,2.00,4906.00
1.00,1000.00,5.00,1000.00,100000.00,3.00,3810.20
1.00,1000.00,5.00,1000.00,100000.00,6.00,3908.10
1.00,1000.00,5.00,1000.00,1000000.00,1.00,34303.00
1.00,1000.00,5.00,1000.00,1000000.00,2.00,29665.00
1.00,1000.00,5.00,1000.00,1000000.00,3.00,27887.00
1.00,1000.00,5.00,1000.00,1000000.00,6.00,25936.00
1.00,10000.00,2.00,10.00,10.00,1.00,1339.40
1.00,10000.00,2.00,10.00,10.00,2.00,12.74
1.00,10000.00,2.00,10.00,10.00,3.00,9.78
1.00,10000.00,2.00,10.00,10.00,6.00,10.55
1.00,10000.00,2.00,10.00,100.00,1.00,1828.40
1.00,10000.00,2.00,10.00,100.00,2.00,14.90
1.00,10000.00,2.00,10.00,100.00,3.00,443.97
1.00,10000.00,2.00,10.00,100.00,6.00,10.35
1.00,10000.00,2.00,10.00,1000.00,1.00,2019.50
1.00,10000.00,2.00,10.00,1000.00,2.00,341.14
1.00,10000.00,2.00,10.00,1000.00,3.00,335.06
1.00,10000.00,2.00,10.00,1000.00,6.00,10.91
1.00,10000.00,2.00,10.00,10000.00,1.00,3300.90
1.00,10000.00,2.00,10.00,10000.00,2.00,2491.90
1.00,10000.00,2.00,10.00,10000.00,3.00,1670.50
1.00,10000.00,2.00,10.00,10000.00,6.00,1933.40
1.00,10000.00,2.00,10.00,100000.00,1.00,23624.00
1.00,10000.00,2.00,10.00,100000.00,2.00,23372.00
1.00,10000.00,2.00,10.00,100000.00,3.00,15097.00
1.00,10000.00,2.00,10.00,100000.00,6.00,15588.00
1.00,10000.00,2.00,10.00,1000000.00,1.00,6310.10
1.00,10000.00,2.00,10.00,1000000.00,2.00,6043.70
1.00,10000.00,2.00,10.00,1000000.00,3.00,5066.00
1.00,10000.00,2.00,10.00,1000000.00,6.00,5433.50
1.00,10000.00,2.00,100.00,10.00,1.00,1674.90
1.00,10000.00,2.00,100.00,10.00,2.00,12.50
1.00,10000.00,2.00,100.00,10.00,3.00,9.96
1.00,10000.00,2.00,100.00,10.00,6.00,9.60
1.00,10000.00,2.00,100.00,100.00,1.00,1852.30
1.00,10000.00,2.00,100.00,100.00,2.00,15.70
1.00,10000.00,2.00,100.00,100.00,3.00,11.43
1.00,10000.00,2.00,100.00,100.00,6.00,10.42
1.00,10000.00,2.00,100.00,1000.00,1.00,2625.00
1.00,10000.00,2.00,100.00,1000.00,2.00,22.92
1.00,10000.00,2.00,100.00,1000.00,3.00,12.60
1.00,10000.00,2.00,100.00,1000.00,6.00,38.32
1.00,10000.00,2.00,100.00,10000.00,1.00,3983.90
1.00,10000.00,2.00,100.00,10000.00,2.00,2455.20
1.00,10000.00,2.00,100.00,10000.00,3.00,1688.70
1.00,10000.00,2.00,100.00,10000.00,6.00,1640.90
1.00,10000.00,2.00,100.00,100000.00,1.00,23982.00
1.00,10000.00,2.00,100.00,100000.00,2.00,23255.00
1.00,10000.00,2.00,100.00,100000.00,3.00,14734.00
1.00,10000.00,2.00,100.00,100000.00,6.00,15000.00
1.00,10000.00,2.00,100.00,1000000.00,1.00,6196.90
1.00,10000.00,2.00,100.00,1000000.00,2.00,6222.30
1.00,10000.00,2.00,100.00,1000000.00,3.00,5243.60
1.00,10000.00,2.00,100.00,1000000.00,6.00,4877.60
1.00,10000.00,2.00,1000.00,10.00,1.00,1839.00
1.00,10000.00,2.00,1000.00,10.00,2.00,12.82
1.00,10000.00,2.00,1000.00,10.00,3.00,377.93
1.00,10000.00,2.00,1000.00,10.00,6.00,511.94
1.00,10000.00,2.00,1000.00,100.00,1.00,2419.30
1.00,10000.00,2.00,1000.00,100.00,2.00,14.25
1.00,10000.00,2.00,1000.00,100.00,3.00,10.69
1.00,10000.00,2.00,1000.00,100.00,6.00,519.11
1.00,10000.00,2.00,1000.00,1000.00,1.00,2557.60
1.00,10000.00,2.00,1000.00,1000.00,2.00,26.83
1.00,10000.00,2.00,1000.00,1000.00,3.00,12.06
1.00,10000.00,2.00,1000.00,1000.00,6.00,440.12
1.00,10000.00,2.00,1000.00,10000.00,1.00,4024.20
1.00,10000.00,2.00,1000.00,10000.00,2.00,2393.10
1.00,10000.00,2.00,1000.00,10000.00,3.00,1695.50
1.00,10000.00,2.00,1000.00,10000.00,6.00,1958.20
1.00,10000.00,2.00,1000.00,100000.00,1.00,24011.00
1.00,10000.00,2.00,1000.00,100000.00,2.00,22972.00
1.00,10000.00,2.00,1000.00,100000.00,3.00,16316.00
1.00,10000.00,2.00,1000.00,100000.00,6.00,13858.00
1.00,10000.00,2.00,1000.00,1000000.00,1.00,6518.30
1.00,10000.00,2.00,1000.00,1000000.00,2.00,5663.00
1.00,10000.00,2.00,1000.00,1000000.00,3.00,5033.90
1.00,10000.00,2.00,1000.00,1000000.00,6.00,5266.70
1.00,10000.00,3.00,10.00,10.00,1.00,2292.70
1.00,10000.00,3.00,10.00,10.00,2.00,19.86
1.00,10000.00,3.00,10.00,10.00,3.00,14.14
1.00,10000.00,3.00,10.00,10.00,6.00,14.93
1.00,10000.00,3.00,10.00,100.00,1.00,2016.10
1.00,10000.00,3.00,10.00,100.00,2.00,560.64
1.00,10000.00,3.00,10.00,100.00,3.00,584.08
1.00,10000.00,3.00,10.00,100.00,6.00,1448.80
1.00,10000.00,3.00,10.00,1000.00,1.00,2612.70
1.00,10000.00,3.00,10.00,1000.00,2.00,21.23
1.00,10000.00,3.00,10.00,1000.00,3.00,19.24
1.00,10000.00,3.00,10.00,1000.00,6.00,1300.80
1.00,10000.00,3.00,10.00,10000.00,1.00,4308.40
1.00,10000.00,3.00,10.00,10000.00,2.00,2656.00
1.00,10000.00,3.00,10.00,10000.00,3.00,2138.80
1.00,10000.00,3.00,10.00,10000.00,6.00,2116.00
1.00,10000.00,3.00,10.00,100000.00,1.00,25029.00
1.00,10000.00,3.00,10.00,100000.00,2.00,20033.00
1.00,10000.00,3.00,10.00,100000.00,3.00,16808.00
1.00,10000.00,3.00,10.00,100000.00,6.00,20899.00
1.00,10000.00,3.00,10.00,1000000.00,1.00,4781.90
1.00,10000.00,3.00,10.00,1000000.00,2.00,5322.90
1.00,10000.00,3.00,10.00,1000000.00,3.00,6607.30
1.00,10000.00,3.00,10.00,1000000.00,6.00,7315.90
1.00,10000.00,3.00,100.00,10.00,1.00,2139.30
1.00,10000.00,3.00,100.00,10.00,2.00,20.64
1.00,10000.00,3.00,100.00,10.00,3.00,710.12
1.00,10000.00,3.00,100.00,10.00,6.00,1223.70
1.00,10000.00,3.00,100.00,100.00,1.00,2181.80
1.00,10000.00,3.00,100.00,100.00,2.00,19.22
1.00,10000.00,3.00,100.00,100.00,3.00,595.16
1.00,10000.00,3.00,100.00,100.00,6.00,1085.60
1.00,10000.00,3.00,100.00,1000.00,1.00,2644.80
1.00,10000.00,3.00,100.00,1000.00,2.00,997.32
1.00,10000.00,3.00,100.00,1000.00,3.00,826.93
1.00,10000.00,3.00,100.00,1000.00,6.00,1329.10
1.00,10000.00,3.00,100.00,10000.00,1.00,4743.80
1.00,10000.00,3.00,100.00,10000.00,2.00,2790.50
1.00,10000.00,3.00,100.00,10000.00,3.00,2155.00
1.00,10000.00,3.00,100.00,10000.00,6.00,3210.10
1.00,10000.00,3.00,100.00,100000.00,1.00,25438.00
1.00,10000.00,3.00,100.00,100000.00,2.00,20806.00
1.00,10000.00,3.00,100.00,100000.00,3.00,16962.00
1.00,10000.00,3.00,100.00,100000.00,6.00,19151.00
1.00,10000.00,3.00,100.00,1000000.00,1.00,5413.30
1.00,10000.00,3.00,100.00,1000000.00,2.00,4613.10
1.00,10000.00,3.00,100.00,1000000.00,3.00,7379.70
1.00,10000.00,3.00,100.00,1000000.00,6.00,8354.70
1.00,10000.00,3.00,1000.00,10.00,1.00,2700.10
1.00,10000.00,3.00,1000.00,10.00,2.00,14.04
1.00,10000.00,3.00,1000.00,10.00,3.00,585.61
1.00,10000.00,3.00,1000.00,10.00,6.00,1294.70
1.00,10000.00,3.00,1000.00,100.00,1.00,2372.90
1.00,10000.00,3.00,1000.00,100.00,2.00,22.60
1.00,10000.00,3.00,1000.00,100.00,3.00,627.77
1.00,10000.00,3.00,1000.00,100.00,6.00,1240.00
1.00,10000.00,3.00,1000.00,1000.00,1.00,2697.40
1.00,10000.00,3.00,1000.00,1000.00,2.00,20.92
1.00,10000.00,3.00,1000.00,1000.00,3.00,779.16
1.00,10000.00,3.00,1000.00,1000.00,6.00,1117.90
1.00,10000.00,3.00,1000.00,10000.00,1.00,4232.50
1.00,10000.00,3.00,1000.00,10000.00,2.00,3542.30
1.00,10000.00,3.00,1000.00,10000.00,3.00,2825.50
1.00,10000.00,3.00,1000.00,10000.00,6.00,3289.50
1.00,10000.00,3.00,1000.00,100000.00,1.00,24667.00
1.00,10000.00,3.00,1000.00,100000.00,2.00,22240.00
1.00,10000.00,3.00,1000.00,100000.00,3.00,20100.00
1.00,10000.00,3.00,1000.00,100000.00,6.00,20138.00
1.00,10000.00,3.00,1000.00,1000000.00,1.00,5542.70
1.00,10000.00,3.00,1000.00,1000000.00,2.00,4221.30
1.00,10000.00,3.00,1000.00,1000000.00,3.00,7574.30
1.00,10000.00,3.00,1000.00,1000000.00,6.00,8293.70
1.00,10000.00,4.00,10.00,10.00,1.00,719.39
1.00,10000.00,4.00,10.00,10.00,2.00,23.44
1.00,10000.00,4.00,10.00,10.00,3.00,983.10
1.00,10000.00,4.00,10.00,10.00,6.00,21.75
1.00,10000.00,4.00,10.00,100.00,1.00,849.13
1.00,10000.00,4.00,10.00,100.00,2.00,629.54
1.00,10000.00,4.00,10.00,100.00,3.00,940.37
1.00,10000.00,4.00,10.00,100.00,6.00,23.03
1.00,10000.00,4.00,10.00,1000.00,1.00,925.12
1.00,10000.00,4.00,10.00,1000.00,2.00,26.81
1.00,10000.00,4.00,10.00,1000.00,3.00,960.91
1.00,10000.00,4.00,10.00,1000.00,6.00,2215.70
1.00,10000.00,4.00,10.00,10000.00,1.00,4201.00
1.00,10000.00,4.00,10.00,10000.00,2.00,3115.20
1.00,10000.00,4.00,10.00,10000.00,3.00,2637.80
1.00,10000.00,4.00,10.00,10000.00,6.00,2621.30
1.00,10000.00,4.00,10.00,100000.00,1.00,24688.00
1.00,10000.00,4.00,10.00,100000.00,2.00,22535.00
1.00,10000.00,4.00,10.00,100000.00,3.00,24774.00
1.00,10000.00,4.00,10.00,100000.00,6.00,17797.00
1.00,10000.00,4.00,10.00,1000000.00,1.00,8695.10
1.00,10000.00,4.00,10.00,1000000.00,2.00,6543.90
1.00,10000.00,4.00,10.00,1000000.00,3.00,8904.90
1.00,10000.00,4.00,10.00,1000000.00,6.00,9122.70
1.00,10000.00,4.00,100.00,10.00,1.00,1558.20
1.00,10000.00,4.00,100.00,10.00,2.00,21.27
1.00,10000.00,4.00,100.00,10.00,3.00,1236.70
1.00,10000.00,4.00,100.00,10.00,6.00,20.55
1.00,10000.00,4.00,100.00,100.00,1.00,619.99
1.00,10000.00,4.00,100.00,100.00,2.00,23.44
1.00,10000.00,4.00,100.00,100.00,3.00,1290.10
1.00,10000.00,4.00,100.00,100.00,6.00,20.97
1.00,10000.00,4.00,100.00,1000.00,1.00,304.42
1.00,10000.00,4.00,100.00,1000.00,2.00,29.97
1.00,10000.00,4.00,100.00,1000.00,3.00,1081.20
1.00,10000.00,4.00,100.00,1000.00,6.00,2223.60
1.00,10000.00,4.00,100.00,10000.00,1.00,4050.90
1.00,10000.00,4.00,100.00,10000.00,2.00,3126.60
1.00,10000.00,4.00,100.00,10000.00,3.00,3642.80
1.00,10000.00,4.00,100.00,10000.00,6.00,2575.70
1.00,10000.00,4.00,100.00,100000.00,1.00,23475.00
1.00,10000.00,4.00,100.00,100000.00,2.00,18375.00
1.00,10000.00,4.00,100.00,100000.00,3.00,17972.00
1.00,10000.00,4.00,100.00,100000.00,6.00,17525.00
1.00,10000.00,4.00,100.00,1000000.00,1.00,9147.50
1.00,10000.00,4.00,100.00,1000000.00,2.00,6369.40
1.00,10000.00,4.00,100.00,1000000.00,3.00,9156.50
1.00,10000.00,4.00,100.00,1000000.00,6.00,8595.00
1.00,10000.00,4.00,1000.00,10.00,1.00,646.02
1.00,10000.00,4.00,1000.00,10.00,2.00,20.72
1.00,10000.00,4.00,1000.00,10.00,3.00,22.60
1.00,10000.00,4.00,1000.00,10.00,6.00,1843.70
1.00,10000.00,4.00,1000.00,100.00,1.00,45.49
1.00,10000.00,4.00,1000.00,100.00,2.00,23.77
1.00,10000.00,4.00,1000.00,100.00,3.00,1198.90
1.00,10000.00,4.00,1000.00,100.00,6.00,2023.30
1.00,10000.00,4.00,1000.00,1000.00,1.00,50.51
1.00,10000.00,4.00,1000.00,1000.00,2.00,29.81
1.00,10000.00,4.00,1000.00,1000.00,3.00,24.99
1.00,10000.00,4.00,1000.00,1000.00,6.00,25.92
1.00,10000.00,4.00,1000.00,10000.00,1.00,3595.30
1.00,10000.00,4.00,1000.00,10000.00,2.00,4085.90
1.00,10000.00,4.00,1000.00,10000.00,3.00,3724.60
1.00,10000.00,4.00,1000.00,10000.00,6.00,4355.60
1.00,10000.00,4.00,1000.00,100000.00,1.00,23720.00
1.00,10000.00,4.00,1000.00,100000.00,2.00,22345.00
1.00,10000.00,4.00,1000.00,100000.00,3.00,23613.00
1.00,10000.00,4.00,1000.00,100000.00,6.00,25409.00
1.00,10000.00,4.00,1000.00,1000000.00,1.00,9073.40
1.00,10000.00,4.00,1000.00,1000000.00,2.00,6470.30
1.00,10000.00,4.00,1000.00,1000000.00,3.00,8927.00
1.00,10000.00,4.00,1000.00,1000000.00,6.00,9905.20
1.00,10000.00,5.00,10.00,10.00,1.00,2417.60
1.00,10000.00,5.00,10.00,10.00,2.00,34.97
1.00,10000.00,5.00,10.00,10.00,3.00,27.51
1.00,10000.00,5.00,10.00,10.00,6.00,26.33
1.00,10000.00,5.00,10.00,100.00,1.00,1711.10
1.00,10000.00,5.00,10.00,100.00,2.00,36.36
1.00,10000.00,5.00,10.00,100.00,3.00,32.04
1.00,10000.00,5.00,10.00,100.00,6.00,28.15
1.00,10000.00,5.00,10.00,1000.00,1.00,2793.70
1.00,10000.00,5.00,10.00,1000.00,2.00,62.36
1.00,10000.00,5.00,10.00,1000.00,3.00,36.50
1.00,10000.00,5.00,10.00,1000.00,6.00,34.49
1.00,10000.00,5.00,10.00,10000.00,1.00,6207.30
1.00,10000.00,5.00,10.00,10000.00,2.00,4086.80
1.00,10000.00,5.00,10.00,10000.00,3.00,5056.60
1.00,10000.00,5.00,10.00,10000.00,6.00,2907.30
1.00,10000.00,5.00,10.00,100000.00,1.00,32809.00
1.00,10000.00,5.00,10.00,100000.00,2.00,26670.00
1.00,10000.00,5.00,10.00,100000.00,3.00,21393.00
1.00,10000.00,5.00,10.00,100000.00,6.00,18696.00
1.00,10000.00,5.00,10.00,1000000.00,1.00,9410.20
1.00,10000.00,5.00,10.00,1000000.00,2.00,11579.00
1.00,10000.00,5.00,10.00,1000000.00,3.00,10783.00
1.00,10000.00,5.00,10.00,1000000.00,6.00,2827.50
1.00,10000.00,5.00,100.00,10.00,1.00,2601.60
1.00,10000.00,5.00,100.00,10.00,2.00,30.79
1.00,10000.00,5.00,100.00,10.00,3.00,1862.00
1.00,10000.00,5.00,100.00,10.00,6.00,29.81
1.00,10000.00,5.00,100.00,100.00,1.00,2415.90
1.00,10000.00,5.00,100.00,100.00,2.00,33.87
1.00,10000.00,5.00,100.00,100.00,3.00,1665.20
1.00,10000.00,5.00,100.00,100.00,6.00,29.52
1.00,10000.00,5.00,100.00,1000.00,1.00,3304.60
1.00,10000.00,5.00,100.00,1000.00,2.00,53.88
1.00,10000.00,5.00,100.00,1000.00,3.00,36.80
1.00,10000.00,5.00,100.00,1000.00,6.00,34.43
1.00,10000.00,5.00,100.00,10000.00,1.00,5206.00
1.00,10000.00,5.00,100.00,10000.00,2.00,4142.50
1.00,10000.00,5.00,100.00,10000.00,3.00,3057.20
1.00,10000.00,5.00,100.00,10000.00,6.00,2946.60
1.00,10000.00,5.00,100.00,100000.00,1.00,30428.00
1.00,10000.00,5.00,100.00,100000.00,2.00,27105.00
1.00,10000.00,5.00,100.00,100000.00,3.00,11820.00
1.00,10000.00,5.00,100.00,100000.00,6.00,13757.00
1.00,10000.00,5.00,100.00,1000000.00,1.00,8144.00
1.00,10000.00,5.00,100.00,1000000.00,2.00,12836.00
1.00,10000.00,5.00,100.00,1000000.00,3.00,9099.40
1.00,10000.00,5.00,100.00,1000000.00,6.00,9980.60
1.00,10000.00,5.00,1000.00,10.00,1.00,3205.10
1.00,10000.00,5.00,1000.00,10.00,2.00,34.51
1.00,10000.00,5.00,1000.00,10.00,3.00,1172.70
