$time_passes,$gv0,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<Performance
1,0,0,1,0,1,0,0,0,0,0,218.153333333333
1,0,1,1,1,0,1,0,0,1,1,247.673333333333
1,0,1,1,1,0,1,1,0,0,1,250.366666666667
1,0,1,1,1,0,1,1,0,1,1,248.03
1,0,1,1,1,0,1,0,1,0,1,249.3
1,0,1,1,1,0,1,1,1,0,1,250.45
1,0,1,1,1,0,1,0,1,1,1,251.516666666667
1,0,1,1,1,0,1,1,1,1,1,251.246666666667
1,1,1,1,1,0,0,0,0,0,1,252.5
1,1,1,1,1,0,0,0,0,1,1,260.166666666667
1,1,1,1,1,0,0,0,1,0,1,266.11
1,0,0,1,0,1,0,0,0,1,0,209.583333333333
1,1,1,1,1,0,0,0,1,1,1,261.686666666667
1,1,1,1,1,0,1,0,0,0,1,266.476666666667
1,1,1,1,1,0,1,0,1,0,1,262.22
1,1,1,1,1,0,1,0,0,1,1,263.786666666667
1,1,1,1,1,0,1,0,1,1,1,268.41
1,1,1,1,1,0,0,1,0,0,1,268.38
1,1,1,1,1,0,0,1,0,1,1,259.26
1,1,1,1,1,0,1,1,0,0,1,264.166666666667
1,1,1,1,1,0,1,1,0,1,1,261.363333333333
1,1,1,1,1,0,0,1,1,0,1,266.093333333333
1,0,0,1,0,1,0,0,1,0,0,211.743333333333
1,1,1,1,1,0,1,1,1,0,1,262.596666666667
1,1,1,1,1,0,0,1,1,1,1,264.6
1,1,1,1,1,0,1,1,1,1,1,267.316666666667
1,0,1,1,1,1,0,0,0,0,1,269.38
1,0,1,1,1,1,0,0,0,1,1,247.13
1,0,1,1,1,1,0,0,1,0,1,249.74
1,0,1,1,1,1,0,0,1,1,1,249.6
1,0,1,1,1,1,0,1,0,0,1,250.613333333333
1,0,1,1,1,1,0,1,1,0,1,247.31
1,0,1,1,1,1,0,1,0,1,1,250.753333333333
